product_name,gender,color,sleeve_type,material,combo_item,price,no._of_sells,no._of_review,location,product_link,product_id,sku,discount,price_band,discount_band,sales_per_review
Black Printed Exclusive Summer Combo T-Shirt & Pant - T Shirt For Man - T Shirt,Male,Black,Unknown,Unknown,Combo,299,40,6,Dhaka,www.daraz.com.bd/products/-i319160928.html,319160928,319160928_BD-1462144732,40.0,Premium,Medium,5.714285714285714
Sort T-Shirt For Women Bts - T Shirt For Women - BTS,Female,Unknown,Unknown,Unknown,Unknown,116,1100,107,Dhaka,www.daraz.com.bd/products/sort-t-shirt-for-women-bts-t-shirt-for-women-bts-i246880534.html,246880534,246880534_BD-1409650633,5.0,Medium,Low,10.185185185185185
Premium Quality  T-Shirt For Man,Male,Unknown,Unknown,Unknown,Unknown,92,55,6,Dhaka,www.daraz.com.bd/products/-i229180825.html,229180825,229180825_BD-1172869436,51.0,Low,High,7.857142857142857
Monster 46 Jersy T-Shirt - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Shirt,Male,Unknown,Unknown,Unknown,Unknown,300,316,31,Dhaka,www.daraz.com.bd/products/monster-46-jersy-t-shirt-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-t-shirt-i191322998.html,191322998,191322998_BD-1138409339,0.0,Premium,Low,9.875
Exclusive Sleeveless T-Shirt for Men,Male,Unknown,Unknown,Unknown,Unknown,99,928,108,Dhaka,www.daraz.com.bd/products/-i303202287.html,303202287,303202287_BD-1350773935,65.0,Low,Very High,8.513761467889909
Texpark's Stylish T-Shirt For Men - Rubik's Cube - A Trendy Addition to Your Casual Wardrobe for All Seasons,Male,Unknown,Unknown,Unknown,Unknown,249,181,34,Dhaka,www.daraz.com.bd/products/texparks-stylish-t-shirt-for-men-rubiks-cube-a-trendy-addition-to-your-casual-wardrobe-for-all-seasons-i297949339.html,297949339,297949339_BD-1322028505,38.0,High,Low,5.171428571428572
Jp Cotton Short Sleeve T-Shirt For Men - Tshirt For Men - T Shirt For Man - T Shirt For Man - à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦°,Male,Unknown,Short Sleeve,Cotton,Unknown,149,2000,186,Dhaka,www.daraz.com.bd/products/jp-cotton-short-sleeve-t-shirt-for-men-tshirt-for-men-t-shirt-for-man-t-shirt-for-man-i226649256.html,226649256,226649256_BD-1183171677,50.0,Medium,Medium,10.695187165775401
T-SHIRT FOR MEN,Male,Unknown,Unknown,Unknown,Unknown,96,95,15,Dhaka,www.daraz.com.bd/products/-i361182359.html,361182359,361182359_BD-1783977759,52.0,Low,High,5.9375
High Quality Blue Cotton T-Shirt & 2 Quarter Pants For Man - Tshirt For Men - T Shirt For Man - T Shirt For Man - T Shirt For Man,Male,Blue,Unknown,Cotton,Unknown,259,993,84,Dhaka,www.daraz.com.bd/products/high-quality-blue-cotton-t-shirt-2-quarter-pants-for-man-tshirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-i230584870.html,230584870,230584870_BD-1173990742,68.0,High,Very High,11.68235294117647
Fashionable T-Shirt For Men - T Shirt For Man - T Shirt For Man - T Shirt,Male,Unknown,Unknown,Unknown,Unknown,116,698,14,Dhaka,www.daraz.com.bd/products/-i128618074.html,128618074,128618074_BD-1048458596,83.0,Medium,Very High,46.53333333333333
white  Tshirt For Men - T Shirt For Man - T Shirt For Man,Male,White,Unknown,Unknown,Unknown,115,35,2,Dhaka,www.daraz.com.bd/products/-i342882461.html,342882461,342882461_BD-1672867353,43.0,Medium,Medium,11.666666666666666
Synthetic Alphabet N T-Shirt For Men- Genji,Unknown,Unknown,Unknown,Unknown,Unknown,99,37,2,Dhaka,www.daraz.com.bd/products/n-i322258196.html,322258196,322258196_BD-1506786226,53.0,Low,High,12.333333333333334
Stylish - Modern Vibe - Premium Quality - Exclusive Jersey T shirt For Man - Modern - Choice Expression - Understated Sophistication,Male,Unknown,Unknown,Unknown,Unknown,99,1200,71,Dhaka,www.daraz.com.bd/products/-i305819408.html,305819408,305819408_BD-1366386724,65.0,Low,Very High,16.666666666666668
Stylish T-Shirt Comfortable And Soft Wear - Tshirt For Men,Male,Unknown,Unknown,Unknown,Unknown,115,8,1,Dhaka,www.daraz.com.bd/products/-i344217666.html,344217666,344217666_BD-1678897811,39.0,Medium,Medium,4.0
Rock On New 2022 Full Sleeve  Casual Round Neck T-Shirt For Men - T Shirt For Man - T Shirt,Male,Unknown,Full Sleeve,Unknown,Unknown,145,242,26,Dhaka,www.daraz.com.bd/products/rock-on-new-2022-full-sleeve-casual-round-neck-t-shirt-for-men-t-shirt-for-man-t-shirt-i277046286.html,277046286,277046286_BD-1256832480,59.0,Medium,Very High,8.962962962962964
Daraz New Desing Soft & Comfortable T-shirt For Men,Male,Unknown,Unknown,Unknown,Unknown,96,29,5,Dhaka,www.daraz.com.bd/products/-i223147852.html,223147852,223147852_BD-1935809359,36.0,Low,Low,4.833333333333333
Summer Printed Combo T-Shirt & Pant - Blue - T Shirt For Man,Male,Blue,Unknown,Unknown,Combo,269,11000,1109,Dhaka,www.daraz.com.bd/products/summer-printed-combo-t-shirt-pant-blue-t-shirt-for-man-i192040962.html,192040962,192040962_BD-1166090652,51.0,High,High,9.90990990990991
Black Printed Exclusive Summer Combo T-Shirt & Pant - T Shirt For Man,Male,Black,Unknown,Unknown,Combo,299,3900,371,Dhaka,www.daraz.com.bd/products/-i299915647.html,299915647,299915647_BD-1332754080,50.0,Premium,Medium,10.483870967741936
White Tree Jersey Half Sleeve T Shirt For Men & woman's,Male,White,Half Sleeve,Unknown,Unknown,99,5,0,Dhaka,www.daraz.com.bd/products/-i344133134.html,344133134,344133134_BD-1678520990,48.0,Low,Medium,5.0
Roman Reigns The Only One Exclusive WWE Black Cotton T-shirt For Men- Roman Reigns T-shirts For Men,Male,Black,Unknown,Cotton,Unknown,259,61,10,Khulna,www.daraz.com.bd/products/roman-reigns-the-only-one-exclusive-wwe-black-cotton-t-shirt-for-men-roman-reigns-t-shirts-for-men-i318998334.html,318998334,318998334_BD-1459826388,16.0,High,Low,5.545454545454546
Cotton Full Sleeve T Shirt For Men - T Shirt For Man - T Shirt,Male,Unknown,Full Sleeve,Cotton,Unknown,248,183,11,Dhaka,www.daraz.com.bd/products/cotton-full-sleeve-t-shirt-for-men-t-shirt-for-man-t-shirt-i181234526.html,181234526,181234526_BD-1122871070,45.0,High,Medium,15.25
Half Sleeve Chinese Printed Microfibre Tshirts for Women and girls,Female,Unknown,Half Sleeve,Unknown,Unknown,99,177,23,Dhaka,www.daraz.com.bd/products/-i320181123.html,320181123,320181123_BD-1478575852,51.0,Low,High,7.375
BLACK COLOUR COTTON LONG SLEEVE CASUAL ASMART  T-SHART MEN .,Male,Black,Unknown,Cotton,Unknown,165,1500,119,Dhaka,www.daraz.com.bd/products/asmart-t-shart-i149854308.html,149854308,149854308_BD-1076206406,34.0,Medium,Low,12.5
Summer vacation T-shirt and Short For men.,Unknown,Unknown,Unknown,Unknown,Unknown,396,13,1,Dhaka,www.daraz.com.bd/products/-i366450134.html,366450134,366450134_BD-1826646867,39.0,Premium,Medium,6.5
Combo SET -T-Shirt And Trouser for Men -Rare edition,Male,Unknown,Unknown,Unknown,Combo,420,0,0,Dhaka,www.daraz.com.bd/products/-i363627555.html,363627555,363627555_BD-1797018147,56.0,Premium,High,0.0
Stylish Printed Summer Combo Set - Half Sleeve T-Shirt & Matching Pant for Men - Perfect for All Seasons,Male,Unknown,Half Sleeve,Unknown,Combo,295,61,8,Dhaka,www.daraz.com.bd/products/stylish-printed-summer-combo-set-half-sleeve-t-shirt-matching-pant-for-men-perfect-for-all-seasons-i319163796.html,319163796,319163796_BD-1462141355,41.0,Premium,Medium,6.777777777777778
Combo SET - Black T-Shirt And Trouser for Men -special edition,Male,Black,Unknown,Unknown,Combo,420,11,0,Dhaka,www.daraz.com.bd/products/-i347637016.html,347637016,347637016_BD-1700452502,56.0,Premium,High,11.0
New Half Sleeve Premium Cotton T-Shirt Genji,Unknown,Unknown,Half Sleeve,Cotton,Unknown,200,67,17,Chattogram,www.daraz.com.bd/products/-i325484221.html,325484221,325484221_BD-1561283021,50.0,High,Medium,3.7222222222222223
Ash Smart Tshirt For Men - T Shirt For Man - T Shirt,Male,Unknown,Unknown,Unknown,Unknown,115,27,1,Dhaka,www.daraz.com.bd/products/-i342823570.html,342823570,342823570_BD-1672769031,42.0,Medium,Medium,13.5
Refined Taste - 4 Pcs Long Sleeve T-Shirt For Men - Assured Durability and Style - Best Attire For Mens,Male,Red,Unknown,Unknown,Unknown,836,39,7,Dhaka,www.daraz.com.bd/products/4-i272444562.html,272444562,272444562_BD-1246292982,50.0,Premium,Medium,4.875
T shirt for mens/t shirt/t shirt for man/tshirt/à¦Ÿà¦¿ à¦¶à¦¾à¦°à§à¦Ÿ/à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦°/t-shirt/à¦›à§‡à¦²à§‡à¦¦à§‡à¦° à¦—à§‡à¦žà§à¦œà¦¿/à¦—à§‡à¦žà§à¦œà¦¿/genji/tshirt for men/ganji/à¦Ÿà¦¿ à¦¶à¦¾à¦°à§à¦Ÿ à¦¨à¦¿à¦‰ 2023/à¦Ÿà¦¿ à¦¶à¦¾à¦°à§à¦Ÿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦°/boys t shirt/à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° new,Unknown,Unknown,Unknown,Unknown,Unknown,96,0,1,Dhaka,www.daraz.com.bd/products/2023-i344231581.html,344231581,344231581_BD-1679144383,47.0,Low,Medium,0.0
New Half Sleeve Premium Cotton T-Shirt Genji,Unknown,Unknown,Half Sleeve,Cotton,Unknown,90,88,17,Chattogram,www.daraz.com.bd/products/-i325456759.html,325456759,325456759_BD-1561189631,78.0,Low,Very High,4.888888888888889
White Premium Quality Full Sleeve T-Shirt for Men - Round Neck Ideal for All Seasons,Male,White,Full Sleeve,Unknown,Unknown,201,414,48,Dhaka,www.daraz.com.bd/products/white-premium-quality-full-sleeve-t-shirt-for-men-round-neck-ideal-for-all-seasons-i325167922.html,325167922,325167922_BD-1559464795,66.0,High,Very High,8.448979591836734
Turaag Active Intense Performance T-Shirt,Unknown,Unknown,Unknown,Unknown,Unknown,1343,25,4,Dhaka,www.daraz.com.bd/products/turaag-active-intense-performance-t-shirt-i288864054.html,288864054,288864054_BD-1290689763,0.0,Premium,Low,5.0
Full Sleeve T-shirt for Men - T Shirt For Man,Male,Unknown,Full Sleeve,Unknown,Unknown,115,82,13,Dhaka,www.daraz.com.bd/products/full-sleeve-t-shirt-for-men-t-shirt-for-man-i165236904.html,165236904,165236904_BD-1098524822,48.0,Medium,Medium,5.857142857142857
Tree Design Top Stylish t shirt for Men Comfortable and soft wear tee - new Design T Shirt For Man,Male,Unknown,Unknown,Unknown,Unknown,96,9,2,Dhaka,www.daraz.com.bd/products/-i367065602.html,367065602,367065602_BD-1829767428,52.0,Low,High,3.0
AMR Brand 3 Pcs Combo T-Shirt Mesh Fabric T-Shirt For Men,Male,Unknown,Unknown,Unknown,Combo,648,167,24,Dhaka,www.daraz.com.bd/products/-i351549435.html,351549435,351549435_BD-1724386461,57.0,Premium,High,6.68
BLACK COLOR CHAINA MICROFIBERIC LONG SLEEVE EXCUSIVE MENS T-SHAIRT.,Unknown,Black,Unknown,Unknown,Unknown,183,24,4,Dhaka,www.daraz.com.bd/products/t-shairt-i332518798.html,332518798,332518798_BD-1619458599,49.0,High,Medium,4.8
Black& Cotton Combo T-Shirt & trouser Pant For Man - T Shirt,Male,Black,Unknown,Cotton,Combo,420,145,14,Dhaka,www.daraz.com.bd/products/black-cotton-combo-t-shirt-trouser-pant-for-man-t-shirt-i300428354.html,300428354,300428354_BD-1334713838,30.0,Premium,Low,9.666666666666666
Black Printed Exclusive Summer Combo T-Shirt & Pant - T Shirt For Man,Male,Black,Unknown,Unknown,Combo,299,214,14,Dhaka,www.daraz.com.bd/products/black-printed-exclusive-summer-combo-t-shirt-pant-t-shirt-for-man-i299907952.html,299907952,299907952_BD-1332735512,50.0,Premium,Medium,14.266666666666667
Cotton Full Sleeve T Shirt For Men - T Shirt For Man,Male,Unknown,Full Sleeve,Cotton,Unknown,185,134,11,Dhaka,www.daraz.com.bd/products/-i340726375.html,340726375,340726375_BD-1799885856,0.0,High,Low,11.166666666666666
T-shirt's for men Best Quality Casual,Male,Unknown,Unknown,Unknown,Unknown,99,76,7,Dhaka,www.daraz.com.bd/products/-i362252552.html,362252552,362252552_BD-1787350381,50.0,Low,Medium,9.5
2023 Summer New Fashionable T-Shirt For Men [ High Quality Classical Tops ],Male,Unknown,Unknown,Unknown,Unknown,210,1300,149,Dhaka,www.daraz.com.bd/products/2023-i313710519.html,313710519,313710519_BD-1407151192,61.0,High,Very High,8.666666666666666
Ladies T-Shirt Short Sleeve For Women(Long Size),Female,Unknown,Short Sleeve,Unknown,Unknown,250,401,70,Rangpur,www.daraz.com.bd/products/ladies-t-shirt-short-sleeve-for-womenlong-size-i312664762.html,312664762,312664762_BD-2033078489,62.0,High,Very High,5.647887323943662
Anya Family T-Shirts Black Cotton T-Shirts Anime Full 170Gsm Cotton - Stylish Anime-Inspired Design - Easy to Use And Maintain - Unisex Fashionable,Unknown,Red,Unknown,Cotton,Unknown,385,156,28,Dhaka,www.daraz.com.bd/products/anya-family-t-shirts-black-cotton-t-shirts-anime-full-170gsm-cotton-stylish-anime-inspired-design-easy-to-use-and-maintain-unisex-fashionable-i303318938.html,303318938,303318938_BD-1723643272,4.0,Premium,Low,5.379310344827586
Premium quality T-shirt for men. china mesh fabric T-shirt.Very comfortable t-shirt.Highest quality t-shirts at limited prices,Unknown,Unknown,Unknown,Unknown,Unknown,236,0,0,Mymensingh,www.daraz.com.bd/products/-i387730758.html,387730758,387730758_BD-1933662969,53.0,High,High,0.0
Comfortable Febric Printed T-Shirt for Men - Comfort Style with Half Sleeve Round Collar T-Shirt,Male,Unknown,Half Sleeve,Unknown,Unknown,99,10,0,Dhaka,www.daraz.com.bd/products/-i344002384.html,344002384,344002384_BD-1678248202,55.0,Low,High,10.0
Indispensable -Quality And Durablity -Naby blue full sleeve cotton T shirt for men - T Shirt- Innovative Preferble - Low Hassle and Maintanance,Male,Blue,Full Sleeve,Cotton,Unknown,194,816,97,Dhaka,www.daraz.com.bd/products/indispensable-quality-and-durablity-naby-blue-full-sleeve-cotton-t-shirt-for-men-t-shirt-innovative-preferble-low-hassle-and-maintanance-i275165299.html,275165299,275165299_BD-1252649780,61.0,High,Very High,8.326530612244898
Black Cotton Full  Sleeve T Shirt For Men,Male,Black,Unknown,Cotton,Unknown,186,450,40,Dhaka,www.daraz.com.bd/products/-i274954882.html,274954882,274954882_BD-1252105972,60.0,High,Very High,10.975609756097562
Short Sleeve T Shirt For Women -Printed Jersey Tshirt,Female,Unknown,Short Sleeve,Unknown,Unknown,199,1500,204,Dhaka,www.daraz.com.bd/products/-i323075036.html,323075036,323075036_BD-1533931161,59.0,High,Very High,7.317073170731708
White T-Shirt And 2 Quarter Pant For Men,Male,White,Unknown,Unknown,Unknown,296,117,14,Dhaka,www.daraz.com.bd/products/2-i343972776.html,343972776,343972776_BD-1677691981,34.0,Premium,Low,7.8
Ladies T-Shirt Short Sleeve For Women(3XL  Long Size),Female,Unknown,Short Sleeve,Unknown,Unknown,225,230,36,Rangpur,www.daraz.com.bd/products/ladies-t-shirt-short-sleeve-for-women3xl-long-size-i315278817.html,315278817,315278817_BD-1787258743,55.0,High,High,6.216216216216216
"Alphabet Letter ""J"" T-Shirt For Men'S - T Shirt For Man - T Shirt",Male,Unknown,Unknown,Unknown,Unknown,122,305,27,Dhaka,www.daraz.com.bd/products/alphabet-letter-j-t-shirt-for-mens-t-shirt-for-man-t-shirt-i230659433.html,230659433,230659433_BD-1174043418,53.0,Medium,High,10.892857142857142
Premium Quality Cotton Tshirt For men,Male,Unknown,Unknown,Cotton,Unknown,270,0,0,Dhaka,www.daraz.com.bd/products/-i383218067.html,383218067,383218067_BD-1919623407,51.0,High,High,0.0
Navy Blue Full  Sleeve T Shirt For Men,Male,Blue,Unknown,Unknown,Unknown,250,3900,546,Dhaka,www.daraz.com.bd/products/-i276109535.html,276109535,276109535_BD-1254772149,59.0,High,Very High,7.1297989031078615
Always Smile Printed Casual T-Shirt for Man - Spread Positivity with Stylish Casual Wear,Male,Unknown,Unknown,Unknown,Unknown,95,9000,602,Dhaka,www.daraz.com.bd/products/always-smile-printed-casual-t-shirt-for-man-spread-positivity-with-stylish-casual-wear-i224940249.html,224940249,224940249_BD-1170414602,52.0,Low,High,14.925373134328359
Mosjid New Desing Soft & Comfortable T-shirt For Men,Male,Unknown,Unknown,Unknown,Unknown,88,30,5,Dhaka,www.daraz.com.bd/products/-i405099745.html,405099745,405099745_BD-2008800266,56.0,Low,High,5.0
"ORANGE COLOUR COTTON SHORT SLEEVE   T- SHART FOR MEN ,",Male,Orange,Short Sleeve,Cotton,Unknown,120,0,2,Dhaka,www.daraz.com.bd/products/-i304283786.html,304283786,304283786_BD-1357118726,40.0,Medium,Medium,0.0
Printed Casual T-Shirt - Add Vibrancy and Style to Your Casual Wardrobe,Unknown,Unknown,Unknown,Unknown,Unknown,99,1900,133,Dhaka,www.daraz.com.bd/products/printed-casual-t-shirt-add-vibrancy-and-style-to-your-casual-wardrobe-i214010281.html,214010281,214010281_BD-1163127760,45.0,Low,Medium,14.17910447761194
Youtube Black Cotton Short Sleeves T-Shirt For Men(You Tube Logo) - T-Shirt For Men - T Shirt For Man - T Shirt For Man - T Shirt,Male,Black,Short Sleeve,Cotton,Unknown,134,757,100,Dhaka,www.daraz.com.bd/products/youtube-black-cotton-short-sleeves-t-shirt-for-menyou-tube-logo-t-shirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-i171404977.html,171404977,171404977_BD-1107370873,33.0,Medium,Low,7.4950495049504955
BLACK COLOR COTTON LONG SLEEVE CSUAL SMART T-SHART FOR MEN.,Unknown,Black,Unknown,Cotton,Unknown,165,344,35,Dhaka,www.daraz.com.bd/products/t-shart-i149046083.html,149046083,149046083_BD-1075276742,41.0,Medium,Medium,9.555555555555555
Star design Best Quality Casual à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° new tshirt | Half Sleeve genji for man,Male,Unknown,Half Sleeve,Unknown,Unknown,96,41,7,Dhaka,www.daraz.com.bd/products/-i406548010.html,406548010,406548010_BD-2016275149,52.0,Low,High,5.125
Versatile -Choice and Remark -Anime Naruto T-Shirt Obito Uchiha Black T Shirt Cotton Fabric- Avant-garde Qualityful - Easy To care and Longive,Unknown,Black,Unknown,Cotton,Unknown,385,198,48,Dhaka,www.daraz.com.bd/products/versatile-choice-and-remark-anime-naruto-t-shirt-obito-uchiha-black-t-shirt-cotton-fabric-avant-garde-qualityful-easy-to-care-and-longive-i227350671.html,227350671,227350671_BD-1171502441,0.0,Premium,Low,4.040816326530612
LOCALE T-shirt for Women - Light Hot Pink,Female,Pink,Unknown,Unknown,Unknown,141,158,38,Dhaka,www.daraz.com.bd/products/locale-t-shirt-for-women-light-hot-pink-i320504884.html,320504884,320504884_BD-1482636925,60.0,Medium,Very High,4.051282051282051
Black Printed Summer Combo T-Shirt & Pant for Men - A Stylish Round Neck Combo for All Seasons - Perfect Casual Wear Combo for Trendy Looks,Male,Black,Unknown,Unknown,Combo,299,450,37,Dhaka,www.daraz.com.bd/products/black-printed-summer-combo-t-shirt-pant-for-men-a-stylish-round-neck-combo-for-all-seasons-perfect-casual-wear-combo-for-trendy-looks-i300507374.html,300507374,300507374_BD-1334927934,40.0,Premium,Medium,11.842105263157896
Long Sleeve T-shirt for Men - Full Sleeve T Shirt for Men - Maroon,Male,Unknown,Full Sleeve,Unknown,Unknown,189,30,6,Dhaka,www.daraz.com.bd/products/-i325142485.html,325142485,325142485_BD-1559399043,58.0,High,Very High,4.285714285714286
ALone New Desing Soft & Comfortable T-shirt For Men-T-shirt,Unknown,Unknown,Unknown,Unknown,Unknown,99,21,2,Dhaka,www.daraz.com.bd/products/-i405111659.html,405111659,405111659_BD-2009231081,50.0,Low,Medium,7.0
Tshirt dizin top tee New Exclusive Short Sleeve Tshirt For Men Buy Online At Best Prices In Bangladesh - Genji,Male,Unknown,Short Sleeve,Unknown,Unknown,96,9,2,Dhaka,www.daraz.com.bd/products/-i367056773.html,367056773,367056773_BD-1829691840,52.0,Low,High,3.0
casual jersey T shirt for Man - T Shirt,Male,Unknown,Unknown,Unknown,Unknown,96,163,13,Dhaka,www.daraz.com.bd/products/-i216505914.html,216505914,216505914_BD-1164752871,52.0,Low,High,11.642857142857142
"Anime Half-Sleeve T-shirt, Jersey Fabric, Naruto, Hidden Leaf Rogue Ninja logo on side",Unknown,Unknown,Unknown,Unknown,Unknown,129,148,15,Dhaka,www.daraz.com.bd/products/-i332237560.html,332237560,332237560_BD-1618680745,28.0,Medium,Low,9.25
Black Printed Summer Combo T-Shirt & Pant for Men - Embrace the Comfort - Round Neck Design - Perfect Casual Wear - Suitable for All Seasons,Male,Black,Unknown,Unknown,Combo,239,632,69,Dhaka,www.daraz.com.bd/products/-i302767585.html,302767585,302767585_BD-1347512655,43.0,High,Medium,9.028571428571428
Stylist Printed Cotton haf Sleeve T-Shirt  full pant( Set )for Men - T Shirt For Man - T Shirt For Man,Male,Unknown,Unknown,Cotton,Unknown,450,132,15,Dhaka,www.daraz.com.bd/products/stylist-printed-cotton-haf-sleeve-t-shirt-full-pant-set-for-men-t-shirt-for-man-t-shirt-for-man-i264841131.html,264841131,264841131_BD-1602622736,40.0,Premium,Medium,8.25
Cotton Ladies T-shirt 4 Quarter Sleeves,Female,Unknown,Unknown,Cotton,Unknown,255,10,2,Dhaka,www.daraz.com.bd/products/4-i154178947.html,154178947,154178947_BD-1083204471,53.0,High,High,3.3333333333333335
Black Printed Summer Combo T-Shirt & Pant for Men - Stylish Matching Set - Easy to Use And Maintain - Trendy Summer Outfit for Men,Male,Black,Unknown,Unknown,Combo,285,640,60,Dhaka,www.daraz.com.bd/products/black-printed-summer-combo-t-shirt-pant-for-men-stylish-matching-set-easy-to-use-and-maintain-trendy-summer-outfit-for-men-i244871529.html,244871529,244871529_BD-1188476353,53.0,Premium,High,10.491803278688524
More Respect Less Attack Stylish Full Sleeve Tshirt For Menz Comfortable Fashion - T Shirt For Man - T Shirt For Man - à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° - T Shirt,Male,Unknown,Full Sleeve,Unknown,Unknown,220,1300,143,Dhaka,www.daraz.com.bd/products/more-respect-less-attack-stylish-full-sleeve-tshirt-for-menz-comfortable-fashion-t-shirt-for-man-t-shirt-for-man-t-shirt-i215706932.html,215706932,215706932_BD-1164184957,0.0,High,Low,9.027777777777779
Black Premium Polyester Quality Full Sleeve T-Shirt for Men,Male,Black,Full Sleeve,Polyester,Unknown,201,1100,139,Dhaka,www.daraz.com.bd/products/-i325168911.html,325168911,325168911_BD-1559464825,66.0,High,Very High,7.857142857142857
Amerikan New Stylish Summer Combo T-Shirt & Full Pant - T Shirt,Unknown,Unknown,Unknown,Unknown,Combo,500,70,5,Dhaka,www.daraz.com.bd/products/-i406274596.html,406274596,406274596_BD-2015382612,52.0,Premium,High,11.666666666666666
Jersey T-Shirt For Man| Half Hand T Shirt For Men,Male,Unknown,Unknown,Unknown,Unknown,88,592,16,Dhaka,www.daraz.com.bd/products/-i367540427.html,367540427,367540427_BD-1834570281,56.0,Low,High,34.8235294117647
Soft and Comfortable Men's Cotton Suitable Full Sleeve & Round Neck T-Shirt - Comfortable and Soft Fabrics for Men,Male,Unknown,Full Sleeve,Cotton,Unknown,312,122,7,Dhaka,www.daraz.com.bd/products/soft-and-comfortable-mens-cotton-suitable-full-sleeve-round-neck-t-shirt-comfortable-and-soft-fabrics-for-men-i324838541.html,324838541,324838541_BD-1555684608,22.0,Premium,Low,15.25
Navy Blue Full Sleeve Round Neck T-Shirt for Men - Ideal for Every Season- Embracing Coastal Style with Ease,Male,Blue,Full Sleeve,Unknown,Unknown,250,76,3,Dhaka,www.daraz.com.bd/products/navy-blue-full-sleeve-round-neck-t-shirt-for-men-ideal-for-every-season-embracing-coastal-style-with-ease-i324521302.html,324521302,324521302_BD-1553171242,29.0,High,Low,19.0
BLACK COLOR SOLID LONG SLEEVE  MENS T- SHIRT,Unknown,Black,Unknown,Unknown,Unknown,127,208,10,Dhaka,www.daraz.com.bd/products/-i326540018.html,326540018,326540018_BD-1575100329,64.0,Medium,Very High,18.90909090909091
Black Cotton Combo T-Shirt & Pant for Man - T-Shirt & Trouser Pant for Men - Comfortable Half Sleeve and Round Neck,Male,Black,Half Sleeve,Cotton,Combo,437,363,37,Dhaka,www.daraz.com.bd/products/black-cotton-combo-t-shirt-pant-for-man-t-shirt-trouser-pant-for-men-comfortable-half-sleeve-and-round-neck-i300355085.html,300355085,300355085_BD-1334432075,27.0,Premium,Low,9.552631578947368
Always Smile New Desing Soft & Comfortable T-shirt For Men,Male,Unknown,Unknown,Unknown,Unknown,99,229,10,Dhaka,www.daraz.com.bd/products/-i385978839.html,385978839,385978839_BD-1926267139,55.0,Low,High,20.818181818181817
Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,Male,Unknown,Half Sleeve,Unknown,Unknown,89,50,5,Dhaka,www.daraz.com.bd/products/-i385978907.html,385978907,385978907_BD-1926264127,60.0,Low,Very High,8.333333333333334
Cotton Combo T-Shirt & Pant For Men - Half Sleeve Round Neck - Comfortable and Stylish Wear,Male,Unknown,Half Sleeve,Cotton,Combo,244,404,22,Dhaka,www.daraz.com.bd/products/cotton-combo-t-shirt-pant-for-men-half-sleeve-round-neck-comfortable-and-stylish-wear-i301096072.html,301096072,301096072_BD-1337856476,39.0,High,Medium,17.565217391304348
2024 New Excellent T-shirts Of Good Quality Men's half-sleeved T-shirts,Unknown,Unknown,Unknown,Unknown,Unknown,99,19,5,Dhaka,www.daraz.com.bd/products/2024-i384467065.html,384467065,384467065_BD-1922507309,50.0,Low,Medium,3.1666666666666665
"Anime Half-Sleeve T-shirt, Jersey Fabric, Itachi logo on Middle, Naruto",Unknown,Unknown,Unknown,Unknown,Unknown,133,581,57,Dhaka,www.daraz.com.bd/products/-i342534322.html,342534322,342534322_BD-1672352450,34.0,Medium,Low,10.017241379310345
NKE design Best Quality Casual à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° new tshirt | Half Sleeve genji for man,Male,Unknown,Half Sleeve,Unknown,Unknown,96,482,28,Dhaka,www.daraz.com.bd/products/nke-i362505631.html,362505631,362505631_BD-1788612970,52.0,Low,High,16.620689655172413
à¦ªà§à¦°à§à¦·à¦¦à§‡à¦° à¦œà¦¨à§à¦¯ à¦®à§à¦¯à¦¾à¦¨à¦šà§‡à¦¸à§à¦Ÿà¦¾à¦° à¦¹à¦¾à¦« à¦¹à¦¾à¦¤à¦¾ à¦Ÿà¦¿-à¦¶à¦¾à¦°à§à¦Ÿ à¦œà¦¾à¦°à§à¦¸à¦¿ - jarci,Unknown,Unknown,Unknown,Unknown,Unknown,99,784,61,Dhaka,www.daraz.com.bd/products/jarci-i289122359.html,289122359,289122359_BD-1291412260,72.0,Low,Very High,12.64516129032258
Dream Smile  Desing Soft & Comfortable T-shirt For Women and girls,Female,Unknown,Unknown,Unknown,Unknown,115,169,10,Dhaka,www.daraz.com.bd/products/-i343518483.html,343518483,343518483_BD-1675152069,42.0,Medium,Medium,15.363636363636363
